Author,Secondary Author(s),Illustrators,Translators,Book,clustered_book,School District,Missouri,IN P DOC,Date,Notes,"Challenge/Complaint Status

",Status,"Status Notes - See ""By School District"" Tab for More Detail",Details of Restriction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Foley, Jessie Ann",,,,The Carnival at Bray,The Carnival at Bray,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"French, Gillian",,,,Grit,Grit,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gottfred, B. T.",,,,Forever for a Year,Forever for a Year,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Green, John",,,,Looking for Alaska,Looking for Alaska,Beaufort County School District,South Carolina,yes,October 2022,Committee Reviewing - VOTE 1/19/23,,Retained Restricted,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",RETURNED TO 9-12 ONLY; PREVIOUSLY BEEN 6-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gruen, Sara",,,,Water for Elephants,Water for Elephants,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoover, Colleen",,,,It Ends with Us,It Ends with Us,Beaufort County School District,South Carolina,yes,October 2022,Committee Reviewing - VOTE 1/19/23,,Banned,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoover, Colleen",,,,Confess,Confess,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoover, Colleen",,,,Hopeless,Hopeless,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoover, Colleen",,,,Layla,Layla,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hoover, Colleen",,,,November 9,November 9,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Crank (Crank Series),Crank (Crank Series),Beaufort County School District,South Carolina,yes,October 2022,Committee Reviewing - VOTE 1/19/23,,Retained Restricted,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",RETURNED 9-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Glass (Crank Series),Glass (Crank Series),Beaufort County School District,South Carolina,yes,October 2022,Committee Reviewing - VOTE 1/19/23,,Retained Restricted,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",RETURNED TO 9-12 ONLY; PREVIOUSLY BEEN 6-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Impulse (Impulse Series),Impulse (Impulse Series),Beaufort County School District,South Carolina,yes,October 2022,Committee Reviewing - VOTE 1/19/23,,Retained Restricted,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",RETURNED TO 9-12 ONLY; PREVIOUSLY BEEN 6-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Burned (Burned Series),Burned (Burned Series),Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Collateral,Collateral,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Fallout (Crank Series),Fallout (Crank Series),Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Identical,Identical,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Perfect (Impulse Series),Perfect (Impulse Series),Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Rumble,Rumble,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Smoke (Burned Series),Smoke (Burned Series),Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,The You I've Never Known,The You I've Never Known,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Tilt,Tilt,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hopkins, Ellen",,,,Tricks (Tricks Series),Tricks (Tricks Series),Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Hosseini, Khaled",,,,The Kite Runner,The Kite Runner,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",RETURNED TO SHELVES 9-12 ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackson, Tiffany D.",,,,Grown,Grown,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Jackson, Tiffany D.",,,,Monday's Not Coming,Monday's Not Coming,Beaufort County School District,South Carolina,yes,October 2022,,,Removed from Shelves - While Under Review,"To recap, 97 books were removed from the shelves of libraries and classrooms in the BCSD in October and are to be reviewed for their appropriateness by the committees. The reviews were triggered by the complaints from a group of parents that the books were obscene and inappropriate, though the list of books, submitted by former Beaufort County Councilman and prominent GOP politician Mike Covert, is nearly identical to a list compiled by a political group, Moms For Liberty.LOTS of Articles in files via NEXIS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
